module_id,seq_id,domain_type,canonical_domain_type,kingdom,reaction_labels,has_no_reactions
marts_E00330_beta_0,marts_E00330,beta,beta,Plants,['sesq Class 1'],False
marts_E00330_alpha_0,marts_E00330,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01127_beta_0,marts_E01127,beta,beta,Plants,['sesq Class 1'],False
marts_E01127_alpha_0,marts_E01127,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01052_alpha_0,marts_E01052,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E01216_beta_0,marts_E01216,beta,beta,Plants,['sesq Class 1'],False
marts_E01216_alpha_0,marts_E01216,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00853_beta_0,marts_E00853,beta,beta,Plants,['mono Class 1'],False
marts_E00853_alpha_0,marts_E00853,alpha,alpha,Plants,['mono Class 1'],False
marts_E00316_beta_0,marts_E00316,beta,beta,Plants,['sesq Class 1'],False
marts_E00316_alpha_0,marts_E00316,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00249_beta_0,marts_E00249,beta,beta,Plants,['sesq Class 1'],False
marts_E00249_alpha_0,marts_E00249,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01395_beta_0,marts_E01395,beta,beta,Plants,['sesq Class 1'],False
marts_E01395_alpha_0,marts_E01395,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01382_beta_0,marts_E01382,beta,beta,Plants,['sesq Class 1'],False
marts_E01382_alpha_0,marts_E01382,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00627_beta_0,marts_E00627,beta,beta,Plants,['sesq Class 1'],False
marts_E00627_alpha_0,marts_E00627,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01512_beta_0,marts_E01512,beta,beta,Plants,"['di Class 1', 'sesq Class 1']",False
marts_E01512_alpha_0,marts_E01512,alpha,alpha,Plants,"['di Class 1', 'sesq Class 1']",False
marts_E01233_beta_0,marts_E01233,beta,beta,Plants,['sesq Class 1'],False
marts_E01233_alpha_0,marts_E01233,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00611_beta_0,marts_E00611,beta,beta,Plants,['sesq Class 1'],False
marts_E00611_alpha_0,marts_E00611,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00934_beta_0,marts_E00934,beta,beta,Plants,['sesq Class 1'],False
marts_E00934_alpha_0,marts_E00934,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01387_beta_0,marts_E01387,beta,beta,Plants,['sesq Class 1'],False
marts_E01387_alpha_0,marts_E01387,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01389_beta_0,marts_E01389,beta,beta,Plants,['sesq Class 1'],False
marts_E01389_alpha_0,marts_E01389,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00392_beta_0,marts_E00392,beta,beta,Plants,['sesq Class 1'],False
marts_E00392_alpha_0,marts_E00392,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00707_ids_0,marts_E00707,ids,alpha,Plants,['sqs'],False
marts_E01224_ids_0,marts_E01224,ids,alpha,Animals,"['di Class 1', 'mono Class 1', 'sesq Class 1']",False
marts_E00430_ids_0,marts_E00430,ids,alpha,Plants,['pt'],False
marts_E00525_ids_0,marts_E00525,ids,alpha,Fungi,['pt'],False
marts_E01458_alpha_0,marts_E01458,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E00871_alpha_0,marts_E00871,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E01488_alpha_0,marts_E01488,alpha,alpha,Protists,['di Class 1'],False
marts_E01446_alpha_0,marts_E01446,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E00423_ids_0,marts_E00423,ids,alpha,Fungi,['pt'],False
marts_E01476_ids_0,marts_E01476,ids,alpha,Bacteria,['di Class 1'],False
marts_E01170_alpha_0,marts_E01170,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E00861_alpha_0,marts_E00861,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E00054_alpha_0,marts_E00054,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E00742_alpha_0,marts_E00742,alpha,alpha,Protists,"['mono Class 1', 'sesq Class 1']",False
marts_E00510_alpha_0,marts_E00510,alpha,alpha,Bacteria,['di Class 1'],False
marts_E01364_alpha_0,marts_E01364,alpha,alpha,Bacteria,['di Class 1'],False
marts_E00252_alpha_0,marts_E00252,alpha,alpha,Bacteria,['sesq Class 1'],False
marts_E00626_ids_0,marts_E00626,ids,alpha,Fungi,['pt'],False
marts_E00015_alpha_0,marts_E00015,alpha,alpha,Animals,['sesq Class 1'],False
marts_E00455_ids_0,marts_E00455,ids,alpha,Fungi,['pt'],False
marts_E00904_alpha_0,marts_E00904,alpha,alpha,Bacteria,['di Class 1'],False
marts_E00205_ids_0,marts_E00205,ids,alpha,Viruses,['pt'],False
marts_E00353_alpha_0,marts_E00353,alpha,alpha,Protists,['sesq Class 1'],False
marts_E01421_beta_0,marts_E01421,beta,beta,Plants,['di Class 1'],False
marts_E01421_gamma_0,marts_E01421,gamma,gamma,Plants,['di Class 1'],False
marts_E01421_alpha_0,marts_E01421,alpha,alpha,Plants,['di Class 1'],False
marts_E00394_beta_0,marts_E00394,beta,beta,Plants,['di Class 1'],False
marts_E00394_gamma_0,marts_E00394,gamma,gamma,Plants,['di Class 1'],False
marts_E00394_alpha_0,marts_E00394,alpha,alpha,Plants,['di Class 1'],False
marts_E00036_beta_0,marts_E00036,beta,beta,Plants,['di Class 2'],False
marts_E00036_gamma_0,marts_E00036,gamma,gamma,Plants,['di Class 2'],False
marts_E00036_alpha_0,marts_E00036,alpha,alpha,Plants,['di Class 2'],False
marts_E00422_beta_0,marts_E00422,beta,beta,Plants,['di Class 1'],False
marts_E00422_gamma_0,marts_E00422,gamma,gamma,Plants,['di Class 1'],False
marts_E00422_alpha_0,marts_E00422,alpha,alpha,Plants,['di Class 1'],False
marts_E01522_beta_0,marts_E01522,beta,beta,Plants,['sesq Class 1'],False
marts_E01522_gamma_0,marts_E01522,gamma,gamma,Plants,['sesq Class 1'],False
marts_E01522_alpha_0,marts_E01522,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00734_beta_0,marts_E00734,beta,beta,Plants,"['di Class 1', 'di Class 2']",False
marts_E00734_gamma_0,marts_E00734,gamma,gamma,Plants,"['di Class 1', 'di Class 2']",False
marts_E00734_alpha_0,marts_E00734,alpha,alpha,Plants,"['di Class 1', 'di Class 2']",False
marts_E01251_gamma_0,marts_E01251,gamma,gamma,Plants,['di Class 1'],False
marts_E01251_beta_0,marts_E01251,beta,beta,Plants,['di Class 1'],False
marts_E01251_alpha_0,marts_E01251,alpha,alpha,Plants,['di Class 1'],False
marts_E00998_ids_0,marts_E00998,ids,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E00998_alpha_0,marts_E00998,alpha,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E01260_ids_0,marts_E01260,ids,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E01260_alpha_0,marts_E01260,alpha,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E01409_beta_0,marts_E01409,beta,beta,Plants,['di Class 2'],False
marts_E01409_gamma_0,marts_E01409,gamma,gamma,Plants,['di Class 2'],False
marts_E01409_alpha_0,marts_E01409,alpha,alpha,Plants,['di Class 2'],False
marts_E01244_beta_0,marts_E01244,beta,beta,Plants,['di Class 2'],False
marts_E01244_gamma_0,marts_E01244,gamma,gamma,Plants,['di Class 2'],False
marts_E01244_alpha_0,marts_E01244,alpha,alpha,Plants,['di Class 2'],False
marts_E00007_beta_0,marts_E00007,beta,beta,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00007_alpha_0,marts_E00007,alpha,alpha,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00512_beta_0,marts_E00512,beta,beta,Plants,['mono Class 1'],False
marts_E00512_alpha_0,marts_E00512,alpha,alpha,Plants,['mono Class 1'],False
marts_E00071_beta_0,marts_E00071,beta,beta,Plants,['mono Class 1'],False
marts_E00071_alpha_0,marts_E00071,alpha,alpha,Plants,['mono Class 1'],False
marts_E00069_beta_0,marts_E00069,beta,beta,Plants,['mono Class 1'],False
marts_E00069_alpha_0,marts_E00069,alpha,alpha,Plants,['mono Class 1'],False
marts_E00371_beta_0,marts_E00371,beta,beta,Plants,['mono Class 1'],False
marts_E00371_alpha_0,marts_E00371,alpha,alpha,Plants,['mono Class 1'],False
marts_E00731_beta_0,marts_E00731,beta,beta,Plants,['mono Class 1'],False
marts_E00731_alpha_0,marts_E00731,alpha,alpha,Plants,['mono Class 1'],False
marts_E01154_beta_0,marts_E01154,beta,beta,Plants,['sesq Class 1'],False
marts_E01154_alpha_0,marts_E01154,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01061_beta_0,marts_E01061,beta,beta,Plants,['sesq Class 1'],False
marts_E01061_alpha_0,marts_E01061,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00364_beta_0,marts_E00364,beta,beta,Plants,['sesq Class 1'],False
marts_E00364_alpha_0,marts_E00364,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00855_beta_0,marts_E00855,beta,beta,Plants,['mono Class 1'],False
marts_E00855_alpha_0,marts_E00855,alpha,alpha,Plants,['mono Class 1'],False
marts_E01180_beta_0,marts_E01180,beta,beta,Plants,['sesq Class 1'],False
marts_E01180_alpha_0,marts_E01180,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00277_beta_0,marts_E00277,beta,beta,Plants,['mono Class 1'],False
marts_E00277_alpha_0,marts_E00277,alpha,alpha,Plants,['mono Class 1'],False
marts_E01530_beta_0,marts_E01530,beta,beta,Plants,"['sesq Class 1', 'sester Class 1']",False
marts_E01530_alpha_0,marts_E01530,alpha,alpha,Plants,"['sesq Class 1', 'sester Class 1']",False
marts_E01257_beta_0,marts_E01257,beta,beta,Plants,['sesq Class 1'],False
marts_E01257_alpha_0,marts_E01257,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00579_beta_0,marts_E00579,beta,beta,Plants,['sesq Class 1'],False
marts_E00579_alpha_0,marts_E00579,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01232_beta_0,marts_E01232,beta,beta,Plants,['sesq Class 1'],False
marts_E01232_alpha_0,marts_E01232,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00688_beta_0,marts_E00688,beta,beta,Plants,['sesq Class 1'],False
marts_E00688_alpha_0,marts_E00688,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00756_beta_0,marts_E00756,beta,beta,Plants,['mono Class 1'],False
marts_E00756_alpha_0,marts_E00756,alpha,alpha,Plants,['mono Class 1'],False
marts_E01480_beta_0,marts_E01480,beta,beta,Plants,['mono Class 1'],False
marts_E01480_alpha_0,marts_E01480,alpha,alpha,Plants,['mono Class 1'],False
marts_E00242_beta_0,marts_E00242,beta,beta,Plants,['mono Class 1'],False
marts_E00242_alpha_0,marts_E00242,alpha,alpha,Plants,['mono Class 1'],False
marts_E00970_beta_0,marts_E00970,beta,beta,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00970_alpha_0,marts_E00970,alpha,alpha,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00761_beta_0,marts_E00761,beta,beta,Plants,['sesq Class 1'],False
marts_E00761_alpha_0,marts_E00761,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01097_beta_0,marts_E01097,beta,beta,Plants,['sesq Class 1'],False
marts_E01097_alpha_0,marts_E01097,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00672_beta_0,marts_E00672,beta,beta,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00672_alpha_0,marts_E00672,alpha,alpha,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00608_beta_0,marts_E00608,beta,beta,Plants,['sesq Class 1'],False
marts_E00608_alpha_0,marts_E00608,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00402_beta_0,marts_E00402,beta,beta,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00402_alpha_0,marts_E00402,alpha,alpha,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E01498_beta_0,marts_E01498,beta,beta,Plants,['sesq Class 1'],False
marts_E01498_alpha_0,marts_E01498,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00093_beta_0,marts_E00093,beta,beta,Plants,['sesq Class 1'],False
marts_E00093_alpha_0,marts_E00093,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00473_ids_0,marts_E00473,ids,alpha,Plants,['sqs'],False
marts_E01439_alpha_0,marts_E01439,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00578_ids_0,marts_E00578,ids,alpha,Bacteria,"['sesquar Class 1', 'sester Class 1', 'tri Class 1']",False
marts_E01399_alpha_0,marts_E01399,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E00477_ids_0,marts_E00477,ids,alpha,Plants,['pt'],False
marts_E01115_ids_0,marts_E01115,ids,alpha,Fungi,['pt'],False
marts_E01454_alpha_0,marts_E01454,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E00502_ids_0,marts_E00502,ids,alpha,Fungi,['pt'],False
marts_E00144_ids_0,marts_E00144,ids,alpha,Plants,['pt'],False
marts_E01341_alpha_0,marts_E01341,alpha,alpha,Bacteria,['di Class 1'],False
marts_E01447_alpha_0,marts_E01447,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E01049_alpha_0,marts_E01049,alpha,alpha,Fungi,"['mono Class 1', 'sesq Class 1']",False
marts_E01313_alpha_0,marts_E01313,alpha,alpha,Bacteria,['sester Class 1'],False
marts_E00751_alpha_0,marts_E00751,alpha,alpha,Bacteria,['sesq Class 1'],False
marts_E00971_alpha_0,marts_E00971,alpha,alpha,Bacteria,['mono Class 1'],False
marts_E01262_ids_0,marts_E01262,ids,alpha,Fungi,['pt'],False
marts_E00593_alpha_0,marts_E00593,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E01358_alpha_0,marts_E01358,alpha,alpha,Bacteria,['di Class 1'],False
marts_E01335_alpha_0,marts_E01335,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E01053_alpha_0,marts_E01053,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E00872_alpha_0,marts_E00872,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E00466_ids_0,marts_E00466,ids,alpha,Bacteria,['pt'],False
marts_E01081_alpha_0,marts_E01081,alpha,alpha,Protists,"['di Class 1', 'mono Class 1', 'sesq Class 1']",False
marts_E00469_ids_0,marts_E00469,ids,alpha,Bacteria,['pt'],False
marts_E01087_ids_0,marts_E01087,ids,alpha,Fungi,"['di Class 2', 'pt']",False
marts_E01087_gamma_0,marts_E01087,gamma,gamma,Fungi,"['di Class 2', 'pt']",False
marts_E01087_delta_0,marts_E01087,delta,delta,Fungi,"['di Class 2', 'pt']",False
marts_E01135_beta_0,marts_E01135,beta,beta,Plants,['di Class 1'],False
marts_E01135_gamma_0,marts_E01135,gamma,gamma,Plants,['di Class 1'],False
marts_E01135_alpha_0,marts_E01135,alpha,alpha,Plants,['di Class 1'],False
marts_E00683_beta_0,marts_E00683,beta,beta,Plants,['di Class 1'],False
marts_E00683_gamma_0,marts_E00683,gamma,gamma,Plants,['di Class 1'],False
marts_E00683_alpha_0,marts_E00683,alpha,alpha,Plants,['di Class 1'],False
marts_E00427_beta_0,marts_E00427,beta,beta,Plants,['di Class 1'],False
marts_E00427_alpha_0,marts_E00427,alpha,alpha,Plants,['di Class 1'],False
marts_E00427_gamma_0,marts_E00427,gamma,gamma,Plants,['di Class 1'],False
marts_E00965_beta_0,marts_E00965,beta,beta,Plants,"['di Class 1', 'di Class 2']",False
marts_E00965_gamma_0,marts_E00965,gamma,gamma,Plants,"['di Class 1', 'di Class 2']",False
marts_E00965_alpha_0,marts_E00965,alpha,alpha,Plants,"['di Class 1', 'di Class 2']",False
marts_E00586_beta_0,marts_E00586,beta,beta,Plants,"['di Class 1', 'di Class 2', 'mono Class 1']",False
marts_E00586_gamma_0,marts_E00586,gamma,gamma,Plants,"['di Class 1', 'di Class 2', 'mono Class 1']",False
marts_E00586_alpha_0,marts_E00586,alpha,alpha,Plants,"['di Class 1', 'di Class 2', 'mono Class 1']",False
marts_E01464_beta_0,marts_E01464,beta,beta,Plants,['di Class 2'],False
marts_E01464_gamma_0,marts_E01464,gamma,gamma,Plants,['di Class 2'],False
marts_E01464_alpha_0,marts_E01464,alpha,alpha,Plants,['di Class 2'],False
marts_E00151_beta_0,marts_E00151,beta,beta,Plants,['di Class 1'],False
marts_E00151_gamma_0,marts_E00151,gamma,gamma,Plants,['di Class 1'],False
marts_E00151_alpha_0,marts_E00151,alpha,alpha,Plants,['di Class 1'],False
marts_E01413_beta_0,marts_E01413,beta,beta,Plants,['di Class 2'],False
marts_E01413_gamma_0,marts_E01413,gamma,gamma,Plants,['di Class 2'],False
marts_E01413_alpha_0,marts_E01413,alpha,alpha,Plants,['di Class 2'],False
marts_E00996_ids_0,marts_E00996,ids,alpha,Fungi,"['di Class 1', 'pt', 'sester Class 1']",False
marts_E00996_alpha_0,marts_E00996,alpha,alpha,Fungi,"['di Class 1', 'pt', 'sester Class 1']",False
marts_E00986_ids_0,marts_E00986,ids,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E00986_alpha_0,marts_E00986,alpha,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E01005_ids_0,marts_E01005,ids,alpha,Fungi,"['di Class 1', 'pt', 'sester Class 1']",False
marts_E01005_alpha_0,marts_E01005,alpha,alpha,Fungi,"['di Class 1', 'pt', 'sester Class 1']",False
marts_E00235_beta_0,marts_E00235,beta,beta,Plants,['di Class 1'],False
marts_E00235_alpha_0,marts_E00235,alpha,alpha,Plants,['di Class 1'],False
marts_E00895_beta_0,marts_E00895,beta,beta,Plants,['mono Class 1'],False
marts_E00895_alpha_0,marts_E00895,alpha,alpha,Plants,['mono Class 1'],False
marts_E00225_beta_0,marts_E00225,beta,beta,Plants,['mono Class 1'],False
marts_E00225_alpha_0,marts_E00225,alpha,alpha,Plants,['mono Class 1'],False
marts_E01427_beta_0,marts_E01427,beta,beta,Plants,['sesq Class 1'],False
marts_E01427_alpha_0,marts_E01427,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01397_beta_0,marts_E01397,beta,beta,Plants,['sesq Class 1'],False
marts_E01397_alpha_0,marts_E01397,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00325_beta_0,marts_E00325,beta,beta,Plants,['sesq Class 1'],False
marts_E00325_alpha_0,marts_E00325,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00113_beta_0,marts_E00113,beta,beta,Plants,['mono Class 1'],False
marts_E00113_alpha_0,marts_E00113,alpha,alpha,Plants,['mono Class 1'],False
marts_E01390_beta_0,marts_E01390,beta,beta,Plants,['mono Class 1'],False
marts_E01390_alpha_0,marts_E01390,alpha,alpha,Plants,['mono Class 1'],False
marts_E00333_beta_0,marts_E00333,beta,beta,Plants,['mono Class 1'],False
marts_E00333_alpha_0,marts_E00333,alpha,alpha,Plants,['mono Class 1'],False
marts_E00820_beta_0,marts_E00820,beta,beta,Plants,['sesq Class 1'],False
marts_E00820_alpha_0,marts_E00820,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00287_beta_0,marts_E00287,beta,beta,Plants,['sesq Class 1'],False
marts_E00287_alpha_0,marts_E00287,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00391_beta_0,marts_E00391,beta,beta,Plants,['sesq Class 1'],False
marts_E00391_alpha_0,marts_E00391,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00916_beta_0,marts_E00916,beta,beta,Plants,['sesq Class 1'],False
marts_E00916_alpha_0,marts_E00916,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00669_beta_0,marts_E00669,beta,beta,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00669_alpha_0,marts_E00669,alpha,alpha,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00233_beta_0,marts_E00233,beta,beta,Plants,"['di Class 1', 'mono Class 1', 'sesq Class 1']",False
marts_E00233_alpha_0,marts_E00233,alpha,alpha,Plants,"['di Class 1', 'mono Class 1', 'sesq Class 1']",False
marts_E01201_beta_0,marts_E01201,beta,beta,Plants,['sesq Class 1'],False
marts_E01201_alpha_0,marts_E01201,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00726_beta_0,marts_E00726,beta,beta,Plants,['sesq Class 1'],False
marts_E00726_alpha_0,marts_E00726,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00915_beta_0,marts_E00915,beta,beta,Plants,['sesq Class 1'],False
marts_E00915_alpha_0,marts_E00915,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01032_beta_0,marts_E01032,beta,beta,Plants,['sesq Class 1'],False
marts_E01032_alpha_0,marts_E01032,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01038_beta_0,marts_E01038,beta,beta,Plants,['sesq Class 1'],False
marts_E01038_alpha_0,marts_E01038,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00244_beta_0,marts_E00244,beta,beta,Plants,['sesq Class 1'],False
marts_E00244_alpha_0,marts_E00244,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00271_beta_0,marts_E00271,beta,beta,Plants,['sesq Class 1'],False
marts_E00271_alpha_0,marts_E00271,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00933_beta_0,marts_E00933,beta,beta,Plants,['sesq Class 1'],False
marts_E00933_alpha_0,marts_E00933,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00291_beta_0,marts_E00291,beta,beta,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00291_alpha_0,marts_E00291,alpha,alpha,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00048_beta_0,marts_E00048,beta,beta,Plants,['sesq Class 1'],False
marts_E00048_alpha_0,marts_E00048,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00418_beta_0,marts_E00418,beta,beta,Plants,['sesq Class 1'],False
marts_E00418_alpha_0,marts_E00418,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00234_beta_0,marts_E00234,beta,beta,Plants,['mono Class 1'],False
marts_E00234_alpha_0,marts_E00234,alpha,alpha,Plants,['mono Class 1'],False
marts_E01298_beta_0,marts_E01298,beta,beta,Plants,['di Class 1'],False
marts_E01298_alpha_0,marts_E01298,alpha,alpha,Plants,['di Class 1'],False
marts_E00440_alpha_0,marts_E00440,alpha,alpha,Animals,"['di Class 1', 'mono Class 1', 'sesq Class 1']",False
marts_E01050_alpha_0,marts_E01050,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E01080_ids_0,marts_E01080,ids,alpha,Animals,['sesq Class 1'],False
marts_E01196_ids_0,marts_E01196,ids,alpha,Fungi,['pt'],False
marts_E00482_alpha_0,marts_E00482,alpha,alpha,Plants,['psy'],False
marts_E01354_alpha_0,marts_E01354,alpha,alpha,Bacteria,['di Class 1'],False
marts_E00023_ids_0,marts_E00023,ids,alpha,Fungi,['pt'],False
marts_E00008_alpha_0,marts_E00008,alpha,alpha,Bacteria,['di Class 1'],False
marts_E00592_alpha_0,marts_E00592,alpha,alpha,Bacteria,['di Class 1'],False
marts_E01467_alpha_0,marts_E01467,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E00570_ids_0,marts_E00570,ids,alpha,Bacteria,['pt'],False
marts_E00266_ids_0,marts_E00266,ids,alpha,Fungi,['pt'],False
marts_E01123_ids_0,marts_E01123,ids,alpha,Fungi,['pt'],False
